CNTRY,Year,Age,Pop,deaths,mx,qx,ax,lx,dx,Lx,Tx,ex
AUS,2016,0,313695.79,950.03,0.00302,0.00301,0.14,100000,301,99742,8288562,82.89
AUS,2016,1,1249487.24,199,1.6e-4,6.3e-4,1.61,99699,63,398644,8188820,82.14
AUS,2016,5,1551898.98,110,7e-5,3.5e-4,2.34,99636,35,498085,7790176,78.19
AUS,2016,10,1421275.3,123,9e-5,4.3e-4,2.95,99601,43,497916,7292091,73.21
AUS,2016,15,1472526.77,401,2.7e-4,0.00135,2.87,99558,134,497504,6794176,68.24
AUS,2016,20,1685249.64,723,4.3e-4,0.00213,2.55,99424,212,496600,6296672,63.33
AUS,2016,25,1800277.19,861,4.7e-4,0.00237,2.54,99212,235,495481,5800072,58.46
AUS,2016,30,1773359.75,1142,6.4e-4,0.00318,2.59,98977,315,494126,5304591,53.59
AUS,2016,35,1590351.79,1366,8.5e-4,0.00424,2.58,98662,418,492298,4810465,48.76
AUS,2016,40,1640876.16,2041.03,0.00125,0.00623,2.66,98244,612,489787,4318167,43.95
AUS,2016,45,1583557.1099999999,2892.11,0.00181,0.00899,2.65,97632,878,486097,3828379,39.21
AUS,2016,50,1554154.46,4179.18,0.00269,0.01339,2.7,96754,1295,480787,3342282,34.54
AUS,2016,55,1460897.95,5901.21,0.00401,0.01987,2.65,95459,1896,472840,2861496,29.98
AUS,2016,60,1293621.39,7817.3,0.006,0.02958,2.63,93563,2768,461267,2388656,25.53
AUS,2016,65,1174876.79,10989.4,0.0093,0.0455,2.69,90795,4131,444448,1927389,21.23
AUS,2016,70,870417.41,13810.51,0.01559,0.07525,2.7,86664,6521,418321,1482941,17.11
AUS,2016,75,640950.95,17593.67,0.02718,0.12782,2.68,80143,10244,376912,1064619,13.28
AUS,2016,80,451648.64,23060.87,0.05076,0.22677,2.65,69898,15851,312274,687708,9.84
AUS,2016,85,303809.16000000003,29171.1,0.09591,0.38876,2.56,54047,21011,219071,375434,6.95
AUS,2016,90,137510.44,24009.94,0.17226,0.5939,2.39,33036,19620,113899,156362,4.73
AUS,2016,95,34308.92,11087.44,0.29164,0.79,2.1,13416,10599,36341,42464,3.17
AUT,2017,0,86851,256,0.00294,0.00293,0.14,100000,293,99749,8163492,81.63
AUT,2017,1,338800,58,1.7e-4,6.8e-4,1.9,99707,68,398686,8063744,80.87
AUT,2017,5,414639,26,6e-5,3.1e-4,2.28,99639,31,498112,7665058,76.93
AUT,2017,10,423450,40,9e-5,4.7e-4,2.79,99608,47,497937,7166946,71.95
AUT,2017,15,453985,125,2.7e-4,0.00137,2.93,99561,137,497523,6669009,66.98
AUT,2017,20,553007,174,3.2e-4,0.00158,2.54,99425,157,496736,6171486,62.07
AUT,2017,25,598504,245,4.1e-4,0.00203,2.53,99268,202,495840,5674749,57.17
AUT,2017,30,598686,275,4.6e-4,0.00229,2.76,99066,227,494819,5178910,52.28
AUT,2017,35,572365,389,6.7e-4,0.00336,2.6,98838,332,493397,4684091,47.39
AUT,2017,40,582792,589,0.00102,0.00507,2.68,98507,500,491374,4190694,42.54
AUT,2017,45,684053,1117,0.00164,0.00817,2.74,98007,800,488224,3699320,37.75
AUT,2017,50,712250,2049,0.00287,0.01425,2.75,97206,1385,482918,3211096,33.03
AUT,2017,55,622986,3052,0.00485,0.02397,2.67,95821,2296,473765,2728178,28.47
AUT,2017,60,504980,4009,0.00786,0.03857,2.66,93525,3607,459183,2254413,24.1
AUT,2017,65,452914,5601,0.0124,0.06027,2.66,89918,5419,436902,1795229,19.97
AUT,2017,70,370922,7469,0.01984,0.09472,2.6,84498,8003,403299,1358328,16.08
AUT,2017,75,368181,11070,0.02992,0.13983,2.66,76495,10696,357462,955029,12.48
AUT,2017,80,210561,11944,0.05675,0.25048,2.66,65799,16481,290422,597566,9.08
AUT,2017,85,143254.02,16211,0.11289,0.44099,2.52,49318,21749,192655,307145,6.23
AUT,2017,90,65261.06,13341,0.20497,0.65971,2.3,27569,18187,88731,114490,4.15
AUT,2017,95,14362.97,5230,0.34459,0.84553,1.99,9381,7932,23020,25758,2.75
BEL,2015,0,124903,400,0.00325,0.00324,0.14,100000,324,99722,8089809,80.9
BEL,2015,1,520762,86,1.7e-4,6.7e-4,1.46,99676,67,398535,7990087,80.16
BEL,2015,5,653169,58,9e-5,4.4e-4,2.17,99609,44,497923,7591552,76.21
BEL,2015,10,616452,58,9e-5,4.7e-4,2.71,99566,47,497721,7093629,71.25
BEL,2015,15,630120,143,2.3e-4,0.00112,2.8,99519,112,497348,6595907,66.28
BEL,2015,20,698786,300,4.3e-4,0.00214,2.69,99407,213,496545,6098559,61.35
BEL,2015,25,719235,312,4.3e-4,0.00214,2.61,99195,213,495465,5602014,56.48
BEL,2015,30,736721,442,6e-4,0.003,2.54,98982,297,494179,5106549,51.59
BEL,2015,35,729580,608,8.3e-4,0.00413,2.63,98685,408,492458,4612370,46.74
BEL,2015,40,766628,966,0.00126,0.0063,2.75,98277,619,489997,4119913,41.92
BEL,2015,45,797598,1658,0.00208,0.01037,2.68,97659,1013,485938,3629916,37.17
BEL,2015,50,816666,2696,0.0033,0.01637,2.7,96646,1582,479586,3143979,32.53
BEL,2015,55,753248,4341,0.00575,0.02836,2.71,95064,2696,469137,2664393,28.03
BEL,2015,60,663444,5997,0.009,0.04407,2.64,92368,4070,452253,2195255,23.77
BEL,2015,65,594542,7798,0.01293,0.06274,2.63,88297,5540,428383,1743002,19.74
BEL,2015,70,427902,8513,0.01996,0.09535,2.67,82758,7891,395403,1314620,15.89
BEL,2015,75,397290,12963,0.0328,0.15237,2.67,74867,11407,347802,919217,12.28
BEL,2015,80,322965,19180,0.05946,0.26056,2.63,63459,16535,278086,571415,9
BEL,2015,85,192824.89,21932,0.11265,0.44129,2.55,46924,20707,183827,293329,6.25
BEL,2015,90,81146,16754,0.20531,0.6616,2.31,26217,17345,84481,109502,4.18
BEL,2015,95,14413.09,5336,0.33444,0.83538,2,8872,7411,22160,25021,2.82
BGR,2010,0,77689.57,708,0.00967,0.00959,0.13,100000,959,99165,7372398,73.72
BGR,2010,1,277322.63,133,4.7e-4,0.00189,1.59,99041,188,395713,7273233,73.44
BGR,2010,5,319303.17,77,2.4e-4,0.00121,2.25,98853,120,493938,6877519,69.57
BGR,2010,10,315703.16000000003,93,3e-4,0.00148,2.66,98734,146,493327,6383581,64.65
BGR,2010,15,409589.70999999996,200,4.9e-4,0.00247,2.9,98588,243,492427,5890254,59.75
BGR,2010,20,496845.91,338,6.8e-4,0.00341,2.57,98344,336,490905,5397827,54.89
BGR,2010,25,500160.58,421,8.5e-4,0.00424,2.52,98009,416,489011,4906923,50.07
BGR,2010,30,551857.79,582,0.00107,0.00533,2.6,97593,520,486718,4417911,45.27
BGR,2010,35,542776.76,867,0.0016,0.00796,2.62,97073,773,483524,3931194,40.5
BGR,2010,40,503243.7,1460,0.00291,0.01445,2.79,96300,1392,478428,3447670,35.8
BGR,2010,45,508846.31,2403,0.00476,0.02355,2.69,94908,2235,469377,2969242,31.29
BGR,2010,50,526383.01,3850,0.00735,0.03615,2.67,92673,3350,455548,2499865,26.98
BGR,2010,55,537432.0700000001,5994,0.01127,0.05489,2.64,89323,4903,435068,2044318,22.89
BGR,2010,60,523067.92,8639,0.01623,0.07812,2.6,84420,6595,406267,1609249,19.06
BGR,2010,65,403047.73,9706,0.02393,0.11326,2.63,77825,8814,368269,1202983,15.46
BGR,2010,70,347661.56,12759,0.03681,0.16934,2.64,69011,11686,317482,834714,12.1
BGR,2010,75,305032.66000000003,19048,0.06287,0.27329,2.61,57325,15666,249184,517232,9.02
BGR,2010,80,186160.71000000002,20840,0.1113,0.4364,2.53,41659,18180,163333,268048,6.43
BGR,2010,85,81930.55,15650,0.18815,0.62782,2.35,23479,14741,78347,104714,4.46
BGR,2010,90,13975.86,4671,0.30986,0.80186,1.99,8738,7007,22613,26368,3.02
BGR,2010,95,3993.68,1726.01,0.45067,0.91332,1.74,1731,1581,3509,3754,2.17
BLR,2016,0,119256,373.05,0.00311,0.0031,0.14,100000,310,99734,7415286,74.15
BLR,2016,1,466268,112.03,2.4e-4,9.5e-4,1.7,99690,94,398543,7315552,73.38
BLR,2016,5,521443,80.02,1.5e-4,7.6e-4,2.4,99595,75,497781,6917009,69.45
BLR,2016,10,442365,61.01,1.4e-4,6.9e-4,2.91,99520,69,497458,6419228,64.5
BLR,2016,15,457158,177.02,3.9e-4,0.00193,2.77,99452,192,496829,5921770,59.54
BLR,2016,20,593534,374.04,6.5e-4,0.00323,2.59,99259,321,495524,5424941,54.65
BLR,2016,25,762867,707.09,9.4e-4,0.00467,2.73,98939,462,493647,4929417,49.82
BLR,2016,30,758111,1178.17,0.00154,0.00769,2.74,98477,758,490673,4435770,45.04
BLR,2016,35,681551,1691.24,0.00247,0.0123,2.66,97719,1202,485789,3945097,40.37
BLR,2016,40,654888,2312.33,0.00353,0.01752,2.64,96517,1691,478596,3459308,35.84
BLR,2016,45,637027,3382.47,0.00532,0.02625,2.66,94826,2489,468292,2980713,31.43
BLR,2016,50,715806,5528.76,0.00782,0.03838,2.6,92336,3544,453178,2512421,27.21
BLR,2016,55,732600,8543.17,0.01161,0.05648,2.62,88792,5015,432018,2059243,23.19
BLR,2016,60,583779,10385.42,0.0176,0.08444,2.59,83777,7074,401867,1627225,19.42
BLR,2016,65,454419,11778.57,0.02541,0.11986,2.64,76704,9194,361802,1225358,15.98
BLR,2016,70,258781,9417.22,0.03666,0.16845,2.6,67510,11372,310205,863556,12.79
BLR,2016,75,320328,17910.18,0.05628,0.24772,2.58,56138,13907,247084,553352,9.86
BLR,2016,80,191112.13,18312.17,0.09463,0.38264,2.5,42231,16159,170770,306267,7.25
BLR,2016,85,111541.71,17536.02,0.15701,0.55604,2.38,26072,14497,92329,135498,5.2
BLR,2016,90,31756.55,7874.87,0.24059,0.71771,2.19,11575,8308,34530,43168,3.73
BLR,2016,95,4308.43,1644.18,0.36236,0.85603,1.92,3267,2797,7719,8639,2.64
CAN,2016,0,384864.62,1741,0.0045,0.00448,0.14,100000,448,99615,8215627,82.16
CAN,2016,1,1548472.23,287,1.8e-4,7.4e-4,1.65,99552,74,398034,8116012,81.53
CAN,2016,5,1968637.85,163,8e-5,4.1e-4,2.34,99478,41,497282,7717978,77.58
CAN,2016,10,1875579.55,242,1.3e-4,6.4e-4,2.88,99437,64,497051,7220696,72.62
CAN,2016,15,2081681.53,687,3.3e-4,0.00162,2.97,99373,161,496539,6723646,67.66
CAN,2016,20,2463811.54,1295,5.2e-4,0.00262,2.52,99212,260,495416,6227106,62.77
CAN,2016,25,2490159.4699999997,1595,6.3e-4,0.00316,2.53,98952,313,493987,5731690,57.92
CAN,2016,30,2514476.37,1871,7.4e-4,0.00369,2.52,98639,364,492293,5237703,53.1
CAN,2016,35,2428540.81,2157,8.8e-4,0.00439,2.55,98275,432,490318,4745410,48.29
CAN,2016,40,2347624.79,2894,0.00123,0.00615,2.66,97843,601,487808,4255091,43.49
CAN,2016,45,2423854.67,4551,0.00188,0.00937,2.68,97242,911,484099,3767284,38.74
CAN,2016,50,2737345.85,8148,0.003,0.014880000000000001,2.67,96331,1433,478316,3283185,34.08
CAN,2016,55,2628387.07,12499,0.00473,0.02338,2.66,94898,2218,469300,2804869,29.56
CAN,2016,60,2267447.83,16967,0.00742,0.03647,2.66,92680,3380,455499,2335569,25.2
CAN,2016,65,1943802.55,22373,0.01137,0.05536,2.65,89300,4943,434858,1880070,21.05
CAN,2016,70,1405364.75,25435,0.01777,0.085319999999999993,2.66,84356,7197,404942,1445212,17.13
CAN,2016,75,1018277.15,29874,0.02904,0.13594,2.65,77159,10489,361198,1040270,13.48
CAN,2016,80,749588.71,37577,0.04995,0.22334,2.63,66670,14890,298123,679072,10.19
CAN,2016,85,484058.76,43201,0.08863,0.36422,2.55,51780,18859,212776,380949,7.36
CAN,2016,90,220400.7,35179,0.15722,0.55735,2.39,32921,18348,116705,168173,5.11
CAN,2016,95,64016.86,18477,0.25641,0.7423,2.16,14572,10817,42186,51469,3.53
CHE,2016,0,84904,306,0.00357,0.00356,0.14,100000,356,99695,8345974,83.46
CHE,2016,1,338127,31,9e-5,3.6e-4,1.93,99644,36,398501,8246279,82.76
CHE,2016,5,413257,21,5e-5,2.5e-4,2.71,99608,25,497982,7847778,78.79
CHE,2016,10,400504,36,9e-5,4.5e-4,3.03,99583,45,497826,7349796,73.81
CHE,2016,15,438711,75,1.7e-4,8.5e-4,2.89,99538,84,497512,6851970,68.84
CHE,2016,20,496048,150,3e-4,0.0015,2.79,99454,149,496939,6354458,63.89
CHE,2016,25,560587,194,3.4e-4,0.00172,2.48,99305,171,496095,5857519,58.99
CHE,2016,30,589284,222,3.7e-4,0.00187,2.64,99134,185,495233,5361424,54.08
CHE,2016,35,579210,294,5e-4,0.00252,2.57,98949,249,494140,4866191,49.18
CHE,2016,40,590167,480,8.2e-4,0.00407,2.64,98700,402,492551,4372050,44.3
CHE,2016,45,654245,839,0.00129,0.00641,2.69,98298,631,490032,3879499,39.47
CHE,2016,50,657774,1480,0.00224,0.01113,2.72,97668,1087,485856,3389466,34.7
CHE,2016,55,560277,2057,0.00364,0.01806,2.67,96580,1745,478829,2903611,30.06
CHE,2016,60,468979,2824,0.00598,0.0295,2.7,94836,2797,467746,2424781,25.57
CHE,2016,65,433593,4120,0.00954,0.04665,2.61,92038,4293,449951,1957035,21.26
CHE,2016,70,371249,5662,0.01501,0.07249,2.66,87745,6361,423840,1507085,17.18
CHE,2016,75,273343,6933,0.0252,0.11898,2.67,81385,9683,384314,1083244,13.31
CHE,2016,80,211503,10506,0.04948,0.22183,2.67,71701,15905,321455,698930,9.75
CHE,2016,85,133371.65,13101,0.09772,0.39531,2.59,55796,22057,225720,377475,6.77
CHE,2016,90,57896.83,10780,0.18417,0.61972,2.36,33740,20909,113534,151755,4.5
CHE,2016,95,13951.56,4736,0.31305,0.81503,2.06,12831,10457,33405,38221,2.98
CHL,2008,0,248418.57,1948,0.00781,0.00776,0.13,100000,776,99328,7827121,78.27
CHL,2008,1,994483.87,304,3.1e-4,0.00122,1.46,99224,121,396588,7727793,77.88
CHL,2008,5,1282737.01,219,1.7e-4,8.6e-4,2.42,99103,85,495294,7331205,73.98
CHL,2008,10,1408584.8599999999,281,2e-4,0.001,2.84,99018,99,494874,6835911,69.04
CHL,2008,15,1475758.17,779,5.3e-4,0.00263,2.83,98918,260,494027,6341037,64.1
CHL,2008,20,1392350.74,1061,7.5e-4,0.00377,2.53,98658,372,492372,5847010,59.27
CHL,2008,25,1246046.99,1066,8.5e-4,0.00422,2.56,98287,415,490421,5354638,54.48
CHL,2008,30,1204656.19,1299,0.00108,0.00541,2.63,97871,529,488104,4864217,49.7
CHL,2008,35,1237594.18,1610,0.0013,0.00648,2.57,97342,631,485179,4376114,44.96
CHL,2008,40,1246781.13,2234,0.0018,0.00894,2.63,96711,865,481506,3890935,40.23
CHL,2008,45,1169902.51,3109,0.00263,0.01306,2.6,95846,1251,476222,3409429,35.57
CHL,2008,50,965408.59,4011,0.00409,0.02027,2.66,94595,1917,468491,2933207,31.01
CHL,2008,55,768135.31,4899,0.00633,0.03118,2.72,92678,2889,456801,2464716,26.59
CHL,2008,60,624417.31,6581,0.01045,0.05099,2.67,89788,4578,438254,2007915,22.36
CHL,2008,65,486168.94,8060,0.01632,0.07854,2.62,85210,6693,410155,1569660,18.42
CHL,2008,70,368834.72,9309,0.02514,0.11868,2.65,78517,9318,370707,1159506,14.77
CHL,2008,75,275780.9,11945,0.0428,0.19426,2.63,69199,13442,314079,788799,11.4
CHL,2008,80,159812.58000000002,12308,0.07561,0.31888,2.55,55757,17780,235159,474719,8.51
CHL,2008,85,82343.56,9894,0.11878,0.4564,2.46,37977,17332,145926,239560,6.31
CHL,2008,90,33891.47,6446,0.18895,0.62581,2.3,20644,12919,68375,93635,4.54
CHL,2008,95,8969.93,2805,0.284,0.77628,2.08,7725,5997,21115,25259,3.27
CZE,2016,0,110777,317,0.00284,0.00284,0.14,100000,284,99757,7899228,78.99
CZE,2016,1,439417,72,1.6e-4,6.5e-4,1.56,99716,65,398708,7799471,78.22
CZE,2016,5,591957,43,7e-5,3.6e-4,2.33,99652,36,498162,7400763,74.27
CZE,2016,10,481565,51,1.1e-4,5.3e-4,3.02,99616,53,497974,6902601,69.29
CZE,2016,15,458003,129,2.8e-4,0.0014,3.11,99563,140,497550,6404627,64.33
CZE,2016,20,590522,268,4.7e-4,0.00233,2.61,99423,231,496562,5907077,59.41
CZE,2016,25,690104,345,5e-4,0.0025,2.52,99192,248,495345,5410515,54.55
CZE,2016,30,736368,455,6.2e-4,0.0031,2.5,98944,306,493955,4915170,49.68
CZE,2016,35,885086,772,8.9e-4,0.00444,2.51,98638,438,492097,4421216,44.82
CZE,2016,40,880941,1215,0.00137,0.00681,2.71,98199,669,489464,3929119,40.01
CZE,2016,45,696832,1707,0.00243,0.01209,2.71,97530,1179,484945,3439655,35.27
CZE,2016,50,685062,2639,0.00384,0.01902,2.67,96351,1832,477493,2954710,30.67
CZE,2016,55,653439,4322,0.00666,0.03278,2.71,94519,3098,465506,2477216,26.21
CZE,2016,60,721358,7749,0.01078,0.0526,2.68,91421,4809,445929,2011710,22.01
CZE,2016,65,692992,11918,0.01715,0.0824,2.63,86612,7137,416151,1565781,18.08
CZE,2016,70,495189,13616,0.02669,0.1255,2.62,79475,9974,373640,1149629,14.47
CZE,2016,75,323695,13695,0.04187,0.19037,2.62,69501,13231,316015,775989,11.17
CZE,2016,80,232005,16806,0.07261,0.30909,2.59,56270,17393,239521,459975,8.17
CZE,2016,85,134803.93,18245,0.13403,0.49997,2.46,38878,19437,145024,220454,5.67
CZE,2016,90,47305.17,10900,0.22645,0.69435,2.22,19440,13498,59608,75431,3.88
CZE,2016,95,6432.86,2486,0.35817,0.85489,1.94,5942,5080,14182,15822,2.66
DEUTE,2017,0,149475,410.04,0.00275,0.00274,0.14,100000,274,99765,8047531,80.48
DEUTE,2017,1,578986,76,1.3e-4,5.2e-4,1.63,99726,52,398781,7947766,79.7
DEUTE,2017,5,698602,47,7e-5,3.3e-4,2.25,99674,33,498279,7548985,75.74
DEUTE,2017,10,645774,51,8e-5,3.9e-4,2.64,99641,39,498112,7050707,70.76
DEUTE,2017,15,650276,149,2.3e-4,0.00114,3.02,99602,113,497784,6552595,65.79
DEUTE,2017,20,645416,192,3e-4,0.00148,2.41,99488,147,497060,6054811,60.86
DEUTE,2017,25,1036671,375,3.7e-4,0.00183,2.77,99341,182,496300,5557751,55.95
DEUTE,2017,30,1091063,656.04,6e-4,0.00298,2.63,99159,295,495097,5061450,51.04
DEUTE,2017,35,1033634,841.09,8.1e-4,0.00402,2.67,98864,398,493396,4566353,46.19
DEUTE,2017,40,878754,1090.1,0.00125,0.00622,2.67,98467,613,490905,4072957,41.36
DEUTE,2017,45,1134205,2506.28,0.00223,0.0111,2.76,97854,1086,486830,3582052,36.61
DEUTE,2017,50,1358960,5394.56,0.00399,0.01977,2.74,96768,1913,479509,3095222,31.99
DEUTE,2017,55,1274278,8348.89,0.0065,0.032,2.66,94854,3035,467158,2615713,27.58
DEUTE,2017,60,1174285,11605.21,0.00991,0.04839,2.63,91819,4443,448557,2148555,23.4
DEUTE,2017,65,967365,14100.45,0.01431,0.06922,2.62,87376,6048,422491,1699998,19.46
DEUTE,2017,70,799335,16227.69,0.02033,0.09697,2.62,81328,7887,387883,1277507,15.71
DEUTE,2017,75,981199,32117.34,0.03308,0.15343,2.64,73441,11268,340669,889624,12.11
DEUTE,2017,80,594179,37360.84,0.06209,0.27057,2.63,62173,16822,270944,548955,8.83
DEUTE,2017,85,315702.99,36924.78,0.11686,0.45214,2.5,45351,20505,175467,278011,6.13
DEUTE,2017,90,120132.12,25077.53,0.20769,0.66458,2.29,24846,16512,79504,102544,4.13
DEUTE,2017,95,28118.66,10147.98,0.34227,0.84259,1.99,8334,7022,20516,23040,2.76
DEUTNP,2017,0,788299,2566.3,0.00324,0.00323,0.14,100000,323,99723,8094489,80.94
DEUTNP,2017,1,2968147,439.02,1.4e-4,5.8e-4,1.56,99677,58,398567,7994766,80.21
DEUTNP,2017,5,3613927,266,7e-5,3.7e-4,2.27,99619,37,497996,7596199,76.25
DEUTNP,2017,10,3678195,302,8e-5,4.1e-4,2.82,99583,41,497825,7098203,71.28
DEUTNP,2017,15,4172869,904.07,2.2e-4,0.00108,2.88,99542,108,497482,6600378,66.31
DEUTNP,2017,20,4574031,1415.11,3.1e-4,0.00154,2.52,99434,153,496791,6102896,61.38
DEUTNP,2017,25,5366756,1831.14,3.4e-4,0.00171,2.64,99281,170,496005,5606105,56.47
DEUTNP,2017,30,5221075,2713.33,5.2e-4,0.00258,2.65,99112,256,494956,5110100,51.56
DEUTNP,2017,35,5058038,3751.45,7.4e-4,0.00368,2.67,98856,364,493432,4615144,46.69
DEUTNP,2017,40,4821986,5314.63,0.00111,0.00553,2.71,98492,545,491211,4121713,41.85
DEUTNP,2017,45,6259912,11747.4,0.0019,0.00947,2.69,97947,928,487595,3630502,37.07
DEUTNP,2017,50,6984307,22879.7,0.00327,0.01624,2.74,97020,1575,481532,3142907,32.39
DEUTNP,2017,55,6223126,35072.15,0.00559,0.02759,2.69,95444,2633,471129,2661375,27.88
DEUTNP,2017,60,5281280,47691.6,0.00899,0.044,2.65,92811,4083,454457,2190246,23.6
DEUTNP,2017,65,4563301,62726.39,0.01359,0.06585,2.64,88728,5843,429851,1735790,19.56
DEUTNP,2017,70,3654937,75581.92,0.02059,0.09815,2.62,82885,8135,395058,1305939,15.76
DEUTNP,2017,75,4349557,139230.3,0.0324,0.15054,2.65,74750,11253,347255,910881,12.19
DEUTNP,2017,80,2694971,165345.17,0.0606,0.26506,2.64,63497,16831,277744,563625,8.88
DEUTNP,2017,85,1495438.6400000001,173954.96,0.11641,0.45138,2.51,46667,21064,180956,285882,6.13
DEUTNP,2017,90,608384.35,127862.43,0.20974,0.66753,2.28,25602,17090,81482,104925,4.1
DEUTNP,2017,95,142313.76,50667.57,0.34374,0.84401,1.99,8512,7184,20900,23443,2.75
DEUTW,2017,0,638824,2156.26,0.00335,0.00335,0.14,100000,335,99713,8106852,81.07
DEUTW,2017,1,2389161,363.02,1.5e-4,5.9e-4,1.54,99665,59,398517,8007138,80.34
DEUTW,2017,5,2915325,219,8e-5,3.8e-4,2.27,99607,37,497931,7608621,76.39
DEUTW,2017,10,3032421,251,8e-5,4.1e-4,2.86,99569,41,497758,7110691,71.41
DEUTW,2017,15,3522593,755.07,2.1e-4,0.00107,2.86,99528,107,497412,6612933,66.44
DEUTW,2017,20,3928615,1223.11,3.1e-4,0.00155,2.53,99421,154,496727,6115521,61.51
DEUTW,2017,25,4330085,1456.14,3.4e-4,0.00168,2.6,99267,166,495937,5618794,56.6
DEUTW,2017,30,4130012,2057.29,5e-4,0.00248,2.65,99101,245,494929,5122857,51.69
DEUTW,2017,35,4024404,2910.36,7.2e-4,0.00359,2.67,98856,355,493451,4627928,46.82
DEUTW,2017,40,3943232,4224.53,0.00108,0.00537,2.71,98501,529,491294,4134476,41.97
DEUTW,2017,45,5125707,9241.12,0.00183,0.00912,2.67,97971,893,487780,3643182,37.19
DEUTW,2017,50,5625347,17485.14,0.0031,0.01539,2.73,97078,1494,482003,3155402,32.5
DEUTW,2017,55,4948848,26723.26,0.00536,0.02645,2.7,95584,2528,472096,2673399,27.97
DEUTW,2017,60,4106995,36086.39,0.00873,0.04275,2.65,93056,3978,455947,2201303,23.66
DEUTW,2017,65,3595936,48625.94,0.01339,0.06491,2.65,89078,5782,431781,1745356,19.59
DEUTW,2017,70,2855602,59354.23,0.02067,0.09848,2.62,83295,8203,396945,1313575,15.77
DEUTW,2017,75,3368358,107112.96,0.03221,0.14969,2.65,75092,11241,348999,916631,12.21
DEUTW,2017,80,2100792,127984.33,0.06018,0.2635,2.64,63851,16825,279587,567632,8.89
DEUTW,2017,85,1179735.65,137030.18,0.11628,0.45116,2.52,47027,21216,182462,288045,6.13
DEUTW,2017,90,488252.23,102784.9,0.21027,0.66827,2.27,25810,17248,82030,105584,4.09
DEUTW,2017,95,114195.1,40519.590000000004,0.34418,0.84444,1.98,8562,7230,21006,23553,2.75
DNK,2016,0,58605,194,0.0032,0.00319,0.14,100000,319,99726,8088386,80.88
DNK,2016,1,236143,34,1.5e-4,5.8e-4,1.28,99681,58,398565,7988660,80.14
DNK,2016,5,332625,29,9e-5,4.4e-4,2.54,99623,44,498005,7590096,76.19
